path,title,description,words
docs/continuous-delivery/get-started/tutorials/aws-deployments/amazon-ecs.md,Deploy a Docker Image to Amazon ECS,Deploy a Docker Image to Amazon ECS using a CD Pipeline,2033
docs/continuous-delivery/get-started/tutorials/aws-deployments/aws-lambda.md,AWS Lambda serverless deployments,Deploy a Serverless app on AWS Lambda.,4703
docs/continuous-delivery/get-started/tutorials/aws-deployments/aws.md,Deploy to AWS VMs,Deploy a traditional app to AWS EC2 VMs,2961
docs/continuous-delivery/get-started/tutorials/aws-deployments/cloudformation.md,AWS CloudFormation infrastructure provisioning,Learn how to use AWS CloudFormation for infrastructure provisioning for Harness CD.,1559
docs/continuous-delivery/get-started/tutorials/azure-deployments/azure.md,Deploy to Azure VMs,Deploy a traditional app to Microsoft Azure VMs,3021
docs/continuous-delivery/get-started/tutorials/cd-gitops-tutorials.md,CD & GitOps Tutorials Overview,Helpful tutorials for using Harness CD and GitOps,222
docs/continuous-delivery/get-started/tutorials/cloud-native-cicd-pipelines/cosign-opa.md,Secure Container Image Signing with Cosign and OPA,Add container image verification with Cosign and policy enforcement via OPA to your Kubernetes deployment.,2076
docs/continuous-delivery/get-started/tutorials/cloud-native-cicd-pipelines/gar-gke-pipeline.md,Unified CI/CD GAR GKE pipeline,Unified CI/CD GAR GKE pipeline,2797
docs/continuous-delivery/get-started/tutorials/google-cloud-deployments/gcp-cloud-func.md,Google Cloud Functions serverless deployments,Google Cloud Functions serverless deployments,4550
docs/continuous-delivery/get-started/tutorials/kubernetes-container-deployments/e2e-pipeline.md,Unified CI/CD Docker Hub Kubernetes pipeline,Docker Hub Kubernetes End-to-End CI/CD Pipeline,2042
docs/continuous-delivery/get-started/tutorials/kubernetes-container-deployments/helm-chart.md,Deploy using Helm Chart,Deploy using Helm Chart,7157
docs/continuous-delivery/get-started/tutorials/kubernetes-container-deployments/kustomize.md,Deploy using Kustomize,Deploy using Kustomize,4148
docs/continuous-delivery/get-started/tutorials/kubernetes-container-deployments/manifest.md,Deploy using Kubernetes Manifest,Deploy using Kubernetes Manifest,6202
docs/continuous-delivery/get-started/tutorials/kubernetes-container-deployments/ownapp.md,Deploy your own microservice application,Deploy your own microservice application,4512
docs/continuous-delivery/get-started/tutorials/kubernetes-container-deployments/prometheus.md,Verify Kubernetes Deployments with Prometheus,Verify Kubernetes Deployments with Prometheus,973
docs/continuous-delivery/get-started/tutorials/on-prem-hybrid-deployments/pdc.md,Deploy to a physical data center,Deploy artifacts to VMs or bare-metal hosts in a physical data center.,2862
docs/continuous-delivery/getting-started.md,Getting Started with Deployments,Learn how to create your first deployment pipeline in Harness CD,4674
docs/continuous-delivery/gitops/application/applications-in-any-namespace.md,Applications in any namespace,Configure your GitOps agent to deploy Argo CD applications into namespaces other than the agent namespace.,1410
docs/continuous-delivery/gitops/application/harness-expressions-in-gitops-applications.md,Use Harness expressions in GitOps applications,"Use Harness expressions in ArgoCD manifests to inject service variables, environment variables, and fixed variables during manifest generation.",2423
docs/continuous-delivery/gitops/application/manage-gitops-applications.md,Manage GitOps Applications,Learn how to find and manage GitOps applications.,1590
docs/continuous-delivery/gitops/application/manage-permissions.md,Manage access for GitOps Applications using labels,Learn how to manage access control for GitOps resources,692
docs/continuous-delivery/gitops/application/opa-policy-support.md,OPA Policy Support for GitOps Applications,Learn how to use Open Policy Agent (OPA) policies to enforce governance and compliance for GitOps Applications.,1983
docs/continuous-delivery/gitops/application/sync-gitops-applications.md,Sync GitOps applications,"Sync GitOps applications from the Applications page or a GitOps Sync pipeline step, including optional resource-type filters.",1228
docs/continuous-delivery/gitops/application/update-gitops-app-in-pipelines.md,Update GitOps Apps in a Pipeline,Configure the Update GitOps App step to change a GitOps Application from a Harness pipeline.,1064
docs/continuous-delivery/gitops/applicationsets/appset-basics.md,ApplicationSet basics,Understand the basics for ApplicationSet.,1623
docs/continuous-delivery/gitops/applicationsets/harness-git-ops-application-set-tutorial.md,Create and manage ApplicationSets,Learn how to create and manage GitOps ApplicationSets in Harness.,3168
docs/continuous-delivery/gitops/argo-rollouts/argo-rollouts-overview.md,Argo Rollouts Overview,Learn how to use Argo Rollouts with Harness GitOps,1383
docs/continuous-delivery/gitops/argo-rollouts/argo-rollouts-with-cv.md,Argo Rollouts with Continuous Verification,Learn how to use Continuous Verification (CV) to validate canary deployments with Argo Rollouts.,4641
docs/continuous-delivery/gitops/argo-rollouts/gitops-sync-with-multiple-rollouts-steps.md,GitOps Sync with Multiple Rollout Steps,Learn how to pass values between GitOps Rollout steps using Harness expressions,1139
docs/continuous-delivery/gitops/argo-rollouts/managing-rollouts-in-harness-pipelines.md,Managing Rollouts in Harness Pipeline,Learn how to manage Rollouts with Harness Pipeline,4018
docs/continuous-delivery/gitops/connect-and-manage/manage-argo-configs.md,Manage an Argo CD configuration in Git with Harness GitOps,Manage an Argo CD configuration as if it were a GitOps application.,1552
docs/continuous-delivery/gitops/connect-and-manage/multiple-argo-to-single-harness.md,Bring Your Own Argo CD into Harness GitOps,Learn how to manage a Bring Your Own Argo CD (BYOA) setup in Harness.,2854
docs/continuous-delivery/gitops/get-started/gitops-architecture.md,Harness GitOps Agent architecture,This topic describes Harness GitOps architecture.,403
docs/continuous-delivery/gitops/get-started/gitops-vs-gitex-vs-config.md,Harness GitOps vs Harness Git Experience vs Config as Code,"This topic describes key differences between Harness GitOps, Harness Git Experience and Config as Code",152
docs/continuous-delivery/gitops/get-started/harness-cd-git-ops-quickstart.md,Harness CD GitOps tutorial,This topic describes how to use Harness GitOps to deploy services by syncing the Kubernetes manifests in your source repos with your target clusters.,4345
docs/continuous-delivery/gitops/get-started/harness-git-ops-basics.md,Harness GitOps basics,This topic describes Harness GitOps concepts.,2736
docs/continuous-delivery/gitops/get-started/harness-gitops-vs-argocd.md,Harness GitOps vs Argo CD,This topic discuss about In Depth Comparative analysis between Harness GitOps and Argo CD,1172
docs/continuous-delivery/gitops/get-started/migrate-flux-to-argo.md,Migrate from Flux to ArgoCD with Harness GitOps,Learn how to migrate your Flux applications to ArgoCD using the MTA utility and integrate them with Harness GitOps.,1053
docs/continuous-delivery/gitops/gitops-entities/agents/agent-argocd-performance.md,Performance Considerations,Learn how to improve perfomance with your Argo deployments,615
docs/continuous-delivery/gitops/gitops-entities/agents/argocd-3-upgrade.md,ArgoCD 3.1.8 upgrade,Information about the ArgoCD 3.1.8 upgrade in Harness GitOps,1172
docs/continuous-delivery/gitops/gitops-entities/agents/gitops-agent-metrics.md,GitOps Agent Metrics,Learn about enabling GitOps Agent Metrics,944
docs/continuous-delivery/gitops/gitops-entities/agents/gitops-agent-with-openshift-operator.md,Harness GitOps Agent Operator for OpenShift,This topic describes how to create a Harness GitOps Agent Operator for OpenShift.,485
docs/continuous-delivery/gitops/gitops-entities/agents/gitops-disaster-recovery.md,GitOps Agent Disaster Recovery,Set up and manage disaster recovery for GitOps agents.,1083
docs/continuous-delivery/gitops/gitops-entities/agents/harness-git-ops-agent-with-self-signed-certificates.md,Harness GitOps Agent with self-signed certificates,This topic describes how to install and configure Harness GitOps Agent to connect to Harness with self-signed certificates.,414
docs/continuous-delivery/gitops/gitops-entities/agents/install-a-harness-git-ops-agent.md,Install a Harness GitOps Agent,This topic describes how to install a worker process that runs in your environment and performs GitOps tasks.,4638
docs/continuous-delivery/gitops/gitops-entities/clusters/create-cluster-with-azure-wif.md,Create a GitOps Cluster with Azure Workload Identity Federation (WIF),"Connect Harness GitOps (Argo CD) to Azure Kubernetes Service (AKS) using Workload Identity Federation for secure, keyless authentication.",1894
docs/continuous-delivery/gitops/gitops-entities/clusters/create-cluster-with-gke-wif.md,Create a GitOps Cluster with GKE Workload Identity,"Connect Harness GitOps (Argo CD) to Google Kubernetes Engine (GKE) using Workload Identity for secure, keyless authentication.",2380
docs/continuous-delivery/gitops/gitops-entities/clusters/create-cluster-with-iam.md,Create a GitOps cluster with IAM role,Create a Harness GitOps cluster in Amazon EKS and deploy applications to it using an IAM role.,1316
docs/continuous-delivery/gitops/gitops-entities/environment.md,Environments,Learn how to create and manage GitOps environments in Harness.,1012
docs/continuous-delivery/gitops/gitops-entities/projects/manage-projects.md,Manage ArgoCD Projects,"Edit, configure, and govern ArgoCD Projects (AppProjects) directly from a Harness GitOps Agent.",1807
docs/continuous-delivery/gitops/gitops-entities/repositories/add-a-harness-git-ops-repository.md,Add a Harness GitOps repository,This topic describes how to add a Harness GitOps repository containing the declarative description of a desired state.,1941
docs/continuous-delivery/gitops/gitops-entities/repositories/add-harness-git-ops-repository-credentials-template.md,GitOps Repository Credentials Template,This topic describes how to create a single GitOps Repository Credentials Template and apply it to all GitOps Repositories.,905
docs/continuous-delivery/gitops/gitops-entities/repositories/helm-oci-repository-aws-ecr.md,Access OCI Helm charts in private Amazon ECR,Configure Harness GitOps to pull OCI Helm charts from a private Amazon ECR registry using IRSA or External Secrets Operator.,1018
docs/continuous-delivery/gitops/gitops-entities/repositories/helm-oci-repository-google-gar.md,Access OCI Helm charts in Google Artifact Registry,Configure Harness GitOps to pull OCI Helm charts from Google Artifact Registry using GKE Workload Identity Federation or External Secrets Operator.,1068
docs/continuous-delivery/gitops/gitops-entities/service/gitops-vs-cd-service.md,GitOps vs CD Services,Understand how GitOps services differ from traditional CD services in Harness.,1428
docs/continuous-delivery/gitops/gitops-entities/service/service.md,GitOps Services,Learn how to create and configure GitOps services for use in PR pipelines and GitOps sync workflows.,3755
docs/continuous-delivery/gitops/pr-pipelines/pr-pipeline-application-set.md,ApplicationSets and PR Pipeline,Learn about creating appplications via ApplicationSet through Harness GitOps PR Pipeline,723
docs/continuous-delivery/gitops/pr-pipelines/pr-pipelines-basics.md,GitOps PR pipelines,"Learn how Harness GitOps PR pipelines automate Git-based deployments through pull requests, from trigger to cluster sync.",4111
docs/continuous-delivery/gitops/resources/gitops-faqs.md,GitOps FAQs,Frequently asked questions about Harness GitOps.,3089
docs/continuous-delivery/gitops/resources/troubleshooting.md,Troubleshooting Harness GitOps,Learn how to resolve Harness GitOps issues.,2424
docs/continuous-delivery/gitops/security/audit-trail.md,Audit Trail for GitOps,View all GitOps-related events tracked in Harness Audit Trail.,344
docs/continuous-delivery/gitops/security/external-secrets-integration.md,Integrate External Secrets,Install and configure External Secrets Operator.,566
docs/continuous-delivery/gitops/security/secret-injection-harness-plugin.md,Secret Injection in GitOps Applications,Learn how to use Harness expressions and secrets in Argo CD manifests with the Config Management Plugin.,1950
docs/continuous-delivery/gitops/security/sops.md,Manage Kubernetes secrets with Mozilla SOPS,Use Mozilla SOPS to decrypt and provision secrets that are encrypted and stored in Git,1221
docs/continuous-delivery/kb-articles/articles/api-list-of-execution-ids-execution-details-in-one-call.md,Fetch a lite version of execution details along with the input YAML that was passed during the execution via API,API to get the list of planExecutionIDs and all execution details,401
docs/continuous-delivery/kb-articles/articles/biderectional-sync-prevent-github-api-limit.md,Preventing Git API Rate Limits with Bidirectional Sync,KB - How Bidirectional sync prevents Git API Limit issue,250
docs/continuous-delivery/kb-articles/articles/bitbucket-api-limit.md,Preventing Bitbucket API Rate Limits with Webhook Caching,Webhook caching prevents the Bitbucket API Limit issue,643
docs/continuous-delivery/kb-articles/articles/configuration-inheritance-stepgroup-step.md,Permissions Inheritance Logic From Containerized Step Groups to Steps,Understand how steps inherit step group permissions configuration.,1003
docs/continuous-delivery/kb-articles/articles/create-terraform-resource-group-with-specified-scope-resorces.md,Create a Resource Group via TF,"Create a Resource Group via Terraform with ""Specified Orgs (with Projects) and Account Level resources included"".",311
docs/continuous-delivery/kb-articles/articles/cv-multi-service.md,CV with Multi Service Deployments,CV with Multi Service,603
docs/continuous-delivery/kb-articles/articles/cv-new-deployment-metrics.md,CV with New Deployment Time Metrics,New Metrics Available After Deployment with CV,310
docs/continuous-delivery/kb-articles/articles/harness-approval-api.md,Orchestrating Deployments with Choice: Exploring Harness Approval APIs,Gain a deep understanding of Harness Approval APIs and how to use them to automate workflows.,1387
docs/continuous-delivery/kb-articles/articles/harness-approval-notifications.md,Using Harness Approval Notifications,Gain a deep understanding of Harness Approval Notifications and best practices for configuring approval message,1102
docs/continuous-delivery/kb-articles/articles/harness-order-to-apply-manifest-resorces.md,Order of the manifest resources applied through Harness,Order of the manifest resources applied through Harness,86
docs/continuous-delivery/kb-articles/articles/helm-connector.md,"Troubleshooting ""Failed to Add Helm Connector"" error",Resolving issues while adding Helm Connector,285
docs/continuous-delivery/kb-articles/articles/input-set-gitsync.md,Git Sync issues with Input Sets,Resolving Git Sync issues with Input Sets.,290
docs/continuous-delivery/kb-articles/articles/last-published-tag.md,Mastering <+lastPublished.tag>: Unleashing its Power with Confidence,Gain a deep understanding of <+lastPublished.tag> and its behavior across different artifact servers. Discover best practices to prevent misdeployments and achieve confident deployments.,561
docs/continuous-delivery/kb-articles/articles/linear-app-with-custom-approval.md,Use Linear.app with Custom Approval,How to use Custom Approval with Linear.app,1299
docs/continuous-delivery/kb-articles/articles/migrating-helm-deployment-from-cd-to-gitops.md,Migrate a Helm Deployment from CD Pipeline to GitOps Pipelines,Migrate a Helm Deployment from Harness CD Pipeline to Harness GitOps Pipelines.,730
docs/continuous-delivery/kb-articles/articles/output-variable-for-powershell-script.md,Output variable for Powershell Script,How to configure the output variable for the PowerShell script,151
docs/continuous-delivery/kb-articles/articles/pipeline-retry-api.md,Pipeline retry API,Using API to retry pipleine with input set YAML,416
docs/continuous-delivery/kb-articles/articles/pipeline-to-succeed-on-failure.md,Pipeline success on failure,Pipeline is showing status as Success even after having errors,173
docs/continuous-delivery/kb-articles/articles/pulling-image-artifactory.md,Fetching images from Artifactory artifact source via API,Fetching images from Artifactory artifact source via API,147
docs/continuous-delivery/kb-articles/articles/repeat-strategy.md,Using List of String in a Repeat Strategy,"Parse the output list of the first step to the next step looping strategy ""repeat",303
docs/continuous-delivery/kb-articles/articles/template-version-api.md,Template version API,Understanding template version API and its working,321
docs/continuous-delivery/kb-articles/articles/ternary-operator.md,Use ternary operators with triggers,Use ternary operators with triggers,421
docs/continuous-delivery/kb-articles/articles/triggered-pipeline-fails.md,Triggered Pipeline Fails While Manual Execution Succeeds,Troubleshooting triggered pipeline failures when manual execution succeeds,321
docs/continuous-delivery/kb-articles/articles/understanding-artifact-sources-in-nextgen.md,Future-Proof Your Workflow: Harness NextGen Artifact Sources,"This comprehensive guide serves as your roadmap to harnessing the full power of NextGen artifact sources. Learn how to configure, manage, and optimize your artifact workflow with confidence, unlocking greater efficiency and achieving faster deployments.",648
docs/continuous-delivery/kb-articles/articles/using-terraform-to-install-gitops-agent.md,Using Terraform to install GitOps agent,Using Terraform to install GitOps agent,656
docs/continuous-delivery/kb-articles/faqs.md,Continuous Delivery & GitOps FAQs,Frequently asked questions about Harness Continuous Delivery & GitOps.,30819
docs/continuous-delivery/manage-deployments/blue-green-across-platforms.md,Blue-Green Deployment Across Platforms,Understand how Blue-Green deployments work across different platforms in Harness CD,1967
docs/continuous-delivery/manage-deployments/control-resource-usage-with-queue-steps.md,Control resource usage with Queue steps,This topic describes how to use the Queue step to control the access order to the resources Harness requests during a deployment and prevent multiple Pipelines from requesting the same resources at the same time.,843
docs/continuous-delivery/manage-deployments/controlling-deployments-with-barriers-resource-constraints-and-queue-steps.md,"Controlling resource usage with Barriers, Resource Constraints, and Queue steps",This topic describes how to control resource usage during Harness deployments.,824
docs/continuous-delivery/manage-deployments/deployment-concepts.md,Deployment concepts and strategies,This topic describes common deployment strategies.,1531
docs/continuous-delivery/manage-deployments/deployment-faqs.md,Harness Deployment Strategies FAQs,Frequently asked questions about Harness deployment strategies.,19807
docs/continuous-delivery/manage-deployments/deployment-freeze.md,Freeze deployments,Set freeze windows for deployments.,2670
docs/continuous-delivery/manage-deployments/deployment-logs-and-limitations.md,Deployment logs and limitations,This topic lists the deployment log size and export and viewing limits.,509
docs/continuous-delivery/manage-deployments/deployment-resource-constraints.md,Pipeline resource constraints,This topic describes how to prevent multiple Pipelines or Stages from requesting the same deployment environment resources at the same time.,253
docs/continuous-delivery/manage-deployments/rollback-deployments.md,Post deployment rollback,Rollback your most recent successful deployment.,1462
docs/continuous-delivery/manage-deployments/synchronize-deployments-using-barriers.md,Synchronize parallel stages and step groups using Barriers,This topic describes how to synchronize different stages in your Pipeline using barriers.,560
docs/continuous-delivery/monitor-deployments/dora-metrics-dashboard.md,DORA metrics dashboard,Set baseline for team performance and measure improvements by tracking DORA metrics.,920
docs/continuous-delivery/monitor-deployments/monitor-cd-deployments.md,Monitor deployments and services in CD dashboards,Use DORA and other metrics for deployments and services.,1963
docs/continuous-delivery/monitor-deployments/pipeline-execution-dashboard.md,Viewing pipeline executions without a CD stage,Monitor pipeline executions without any CD stages using explores.,777
docs/continuous-delivery/monitor-deployments/using-cd-custom-dashboards.md,Using custom dashboards to monitor CD deployments,Monitor CD deployments using the explores that work best for you.,5343
docs/continuous-delivery/overview.md,Overview,"Learn about Continuous Delivery, its benefits, and what Harness CD offers",2717
docs/continuous-delivery/shared/cd-integrations-supported.md,Install TF,,5325
docs/continuous-delivery/shared/helm-manifest-expressions.md,helm-manifest-expressions,,405
docs/continuous-delivery/shared/jira-approval-steps.md,jira-approval-steps,,2004
docs/continuous-delivery/shared/multiple-helm-charts.md,multiple-helm-charts,,83
docs/continuous-delivery/shared/platform-support.md,platform-support,,256
docs/continuous-delivery/shared/service-hooks.md,service-hooks,,493
docs/continuous-delivery/shared/servicenow-approval-steps.md,servicenow-approval-steps,,1256
docs/continuous-delivery/shared/timeout-setting.md,timeout-setting,,64
docs/continuous-delivery/shared/working-dir.md,working-dir,,189
docs/continuous-delivery/toolchain-policy.md,Harness Integration Upgrade Policy,,987
docs/continuous-delivery/verify/configure-cv/abort-verification.md,Abort Verification,Learn how to abort a running AI Verify (v1) step.,261
docs/continuous-delivery/verify/configure-cv/configure-verify-step-with-ai/ai-assisted-health-source.md,AI-assisted health source configuration,Use AI to automatically discover and configure metrics from your observability platforms,2460
docs/continuous-delivery/verify/configure-cv/configure-verify-step-with-ai/ai-verify.md,Configure the AI Verify (v2) step,Add the AI Verify (v2) step to your pipeline for automated deployment verification,1941
docs/continuous-delivery/verify/configure-cv/configure-verify-step-with-ai/overview.md,AI Verify (v2) Overview,AI-powered deployment verification without baseline configuration,1457
docs/continuous-delivery/verify/configure-cv/health-sources/app-dynamics.md,AppDynamics,Learn how to set up AppDynamics as a health source for CV,762
docs/continuous-delivery/verify/configure-cv/health-sources/cloudwatch-aws.md,CloudWatch Logs,Learn how to use CloudWatch Logs as a health source with AWS,812
docs/continuous-delivery/verify/configure-cv/health-sources/cloudwatch.md,Cloudwatch,Learn how to set up Cloudwatch as a health source for CV,536
docs/continuous-delivery/verify/configure-cv/health-sources/custom-health-metrics.md,Custom Health Source,Learn how to set up a custom health source for CV,892
docs/continuous-delivery/verify/configure-cv/health-sources/datadog.md,Datadog,Learn how to set up Datadog as a health source for CV,584
docs/continuous-delivery/verify/configure-cv/health-sources/dynatrace/dynatrace-health-source.md,Dynatrace,Learn how to set up Dynatrace as a health source for CV,1890
docs/continuous-delivery/verify/configure-cv/health-sources/dynatrace/dynatrace-srg.md,Validate releases with Dynatrace Site Reliability Guardian,Use Dynatrace SRG alongside Harness Continuous Verification to gate canary deployments based on reliability metrics.,1712
docs/continuous-delivery/verify/configure-cv/health-sources/elastic-search.md,Elastic Search,Learn how to set up Elastic Search as a health source for CV,1198
docs/continuous-delivery/verify/configure-cv/health-sources/google-big-query.md,Google Big Query,Learn how to set up Google Big Query as a health source for CV,241
docs/continuous-delivery/verify/configure-cv/health-sources/google-cloud-operations.md,Google Cloud Operations,Learn how to set up Google Cloud Operations as a health source for CV,657
docs/continuous-delivery/verify/configure-cv/health-sources/loki.md,Grafana Loki,Learn how to set up Grafana Loki as a health source for CV,638
docs/continuous-delivery/verify/configure-cv/health-sources/new-relic.md,New Relic,Learn how to set up New Relic as a health source for CV,608
docs/continuous-delivery/verify/configure-cv/health-sources/prometheus.md,Prometheus,Learn how to set up Prometheus as a health source for CV,712
docs/continuous-delivery/verify/configure-cv/health-sources/signalfx.md,Splunk Observability (SignalFx),Learn how to set up Splunk Observability (SignalFX) as a health source for CV,1099
docs/continuous-delivery/verify/configure-cv/health-sources/splunk.md,Splunk,Learn how to set up Splunk as a health source for CV,317
docs/continuous-delivery/verify/configure-cv/health-sources/static/before-you-begin.md,before-you-begin,,26
docs/continuous-delivery/verify/configure-cv/health-sources/sumologic.md,Sumologic,Learn how to set up Sumologic as a health source for CV,1177
docs/continuous-delivery/verify/configure-cv/node-filtering.md,Node Filtering,Learn how to filter nodes in the AI Verify (v1) step.,388
docs/continuous-delivery/verify/configure-cv/simple-verification.md,Configure Threshold-Based Verification,Learn how to configure threshold-based verification in your Harness CD pipeline.,1667
docs/continuous-delivery/verify/configure-cv/verify-deployments.md,Configure the AI Verify (v1) Step,Learn how to verify deployments with AI Verify (v1).,2020
docs/continuous-delivery/verify/continuous-verification-faqs.md,Continuous Verification FAQs,Frequently asked questions about Continuous Verification.,1836
docs/continuous-delivery/verify/cv-concepts/cv-ml.md,Machine Learning Usage,Learn how the machine learning of Continuous Verification works.,1915
docs/continuous-delivery/verify/cv-concepts/cv-templates.md,Create and Use a Monitored Service Template in a Verify Step,Learn about strategies to template out CV workflow items.,954
docs/continuous-delivery/verify/cv-results/apm-logs.md,APM and Logging Tools,Understand APM and logging tools.,315
docs/continuous-delivery/verify/cv-results/interpret-log-results.md,Interpret Log Verification Results,Learn how to interpret log verification results.,1590
docs/continuous-delivery/verify/cv-results/interpret-metric-results.md,Interpret Metric Verification Results,Learn how to interpret metric verification results.,1546
docs/continuous-delivery/verify/cv-results/log-feedback.md,Event Preference or Log Feedback,Enhance the accuracy of the log verification process using log feedback.,740
docs/continuous-delivery/verify/cv-results/verification-dashboard.md,Out-of-the-box Verification Dashboard,Gain insights into your verifications with Harness' out-of-the-box Verification Dashboard.,464
docs/continuous-delivery/verify/cv-whats-supported.md,What's Supported,APM tools and log management tools supported by Continuous Verification.,281
docs/continuous-delivery/verify/shared/cv-whats-supported.md,cv-whats-supported,,149
docs/continuous-delivery/verify/shared/risk-profile.md,risk-profile,,253
docs/continuous-delivery/verify/verify-deployments-with-the-verify-step.md,Verification Overview,Get an overview of Harness Continuous Verification with AI Verify.,2437
docs/continuous-delivery/x-platform-cd-features/advanced/cd-governance/add-a-governance-policy-step-to-a-pipeline.md,Add a Policy step to a pipeline,Add a Policy step to your stage.,1270
docs/continuous-delivery/x-platform-cd-features/advanced/cd-governance/harness-governance-overview.md,Harness Policy As Code overview,Harness uses Open Policy Agent (OPA) to store and enforce policies for the Harness platform.,1685
docs/continuous-delivery/x-platform-cd-features/advanced/cd-governance/harness-governance-quickstart.md,Harness Policy As Code quickstart,Learn how to use OPA policies in Harness to enforce governance across your DevOps processes.,2031
docs/continuous-delivery/x-platform-cd-features/advanced/cd-governance/opa-faqs.md,OPA FAQs,Frequently asked questions about Harness OPA Policies.,3154
docs/continuous-delivery/x-platform-cd-features/advanced/cd-governance/opa-policies-for-cd-entities.md,OPA Policy for CD Entities,OPA Policy for CD Entities,884
docs/continuous-delivery/x-platform-cd-features/advanced/multiserv-multienv.md,Use multiple services and environments in a deployment,Deploy multiple services to multiple environments.,3322
docs/continuous-delivery/x-platform-cd-features/cd-steps/approvals/approvals-and-ticketing-faqs.md,Approvals and Ticketing FAQs,Frequently asked questions about Harness approval steps and ticketing system integrations.,2161
docs/continuous-delivery/x-platform-cd-features/cd-steps/approvals/using-harness-approval-steps-in-cd-stages.md,Using manual Harness approval steps in CD stages,This topic describes how to enable Harness user group(s) to approve or reject a stage at any point in its execution.,316
docs/continuous-delivery/x-platform-cd-features/cd-steps/approvals/using-jira-and-service-now-approval-steps-in-cd-stages.md,Using Jira and ServiceNow approval steps in CD pipelines,This topic describes how to use Jira and ServiceNow for approvals and rejections in your pipeline.,91
docs/continuous-delivery/x-platform-cd-features/cd-steps/builds/run-bamboo-plans-in-cd.md,Run Bamboo plans in CD pipelines,Run Bamboo plans in CD stages.,343
docs/continuous-delivery/x-platform-cd-features/cd-steps/builds/run-jenkins-jobs-in-cd-pipelines.md,Run Jenkins jobs in CD pipelines,Run Jenkins jobs in CD stages.,1098
docs/continuous-delivery/x-platform-cd-features/cd-steps/cd-steps-faqs.md,CD Steps FAQs,Frequently asked questions about CD steps and step groups.,5145
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/approval-steps-in-container-step-groups.md,Use Harness Approval steps in Container Step Groups,Add manual approval steps to containerized CD workflows for deployment validation and traffic management.,1229
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/background-step.md,Background step,Run dependent services and DinD in your CD stages.,1096
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/containerized-step-groups.md,Containerize step groups,Run CD steps in an ephemeral container.,3997
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/git-clone-step.md,Git Clone step,Clone a repository into the CD stage's workspace.,858
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/plugin-step.md,Plugin step,Use plugins to perform predefined tasks any programming language.,1205
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/run-step.md,Run step,Run scripts in containerized step groups.,2108
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/sto-ingest-step.md,Custom Ingest Step,Custom Ingest step enables you to ingest results from any third-party scanner,198
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/upload-artifact-to-s3.md,Upload Artifacts to S3,Upload artifacts to S3 in containerized step groups.,74
docs/continuous-delivery/x-platform-cd-features/cd-steps/containerized-steps/wiz-artifact-scan.md,Artifact scans with Wiz,Artifact scans with Wiz with Orchestration and Ingestion modes.,325
docs/continuous-delivery/x-platform-cd-features/cd-steps/flow-control/control-resource-usage-with-queue-steps.md,Control resource usage with Queue steps,This topic describes how to use the Queue step to control the access order to the resources Harness requests during a deployment and prevent multiple pipelines from requesting the same resources at the same time.,845
docs/continuous-delivery/x-platform-cd-features/cd-steps/flow-control/controlling-deployments-with-barriers-resource-constraints-and-queue-steps.md,"Controlling resource usage with Barriers, Resource Constraints, and Queue steps",This topic describes how to control resource usage during Harness deployments.,499
docs/continuous-delivery/x-platform-cd-features/cd-steps/flow-control/synchronize-deployments-using-barriers.md,Synchronize parallel stages and step groups using Barriers,This topic describes how to synchronize different stages in your Pipeline using barriers.,486
docs/continuous-delivery/x-platform-cd-features/cd-steps/notify-users-of-pipeline-events.md,Add a pipeline notification strategy,Notify users of different pipeline events.,2602
docs/continuous-delivery/x-platform-cd-features/cd-steps/run-a-script-on-multiple-target-instances.md,Run a step on multiple target instances,This topic show you how to run the same step on multiple target hosts.,536
docs/continuous-delivery/x-platform-cd-features/cd-steps/step-groups.md,Group steps using step groups,This topic describes how to add steps to pipelines individually or as a step group. Steps in a step group can be run serially or in parallel.,1456
docs/continuous-delivery/x-platform-cd-features/cd-steps/ticketing-systems/create-cascading-fields-jira.md,Use the HTTP step to set unsupported fields when creating Jira issues,Instructions on setting unsupported fields when creating a JIRA issue using the HTTP step.,519
docs/continuous-delivery/x-platform-cd-features/cd-steps/ticketing-systems/create-jira-issues-in-cd-stages.md,Create Jira issues in CD stages,This topic describes how to create a Jira issue as a step in the execution of a pipeline.,1033
docs/continuous-delivery/x-platform-cd-features/cd-steps/ticketing-systems/create-service-now-tickets-in-cd-stages.md,Create ServiceNow tickets in CD stages,Create ServiceNow tickets in CD stages.,1883
docs/continuous-delivery/x-platform-cd-features/cd-steps/ticketing-systems/servicenow-api-permission.md,"ServiceNow create, update, and approval API permissions","KB - Debug ServiceNow create, update, and approval steps",1054
docs/continuous-delivery/x-platform-cd-features/cd-steps/ticketing-systems/servicenow-import-set.md,Import data into ServiceNow,Import data using a staging table.,733
